code_muni,name_metro,type,subdivision,abbrev_state
4212809,Foz do Rio Itajaí,RM,Área de Expansão Metropolitana,SC
4212908,Chapecó,RM,Núcleo Metropolitano,SC
4213005,Contestado,RM,Núcleo Metropolitano,SC
4213104,Contestado,RM,Núcleo Metropolitano,SC
4213153,Chapecó,RM,Núcleo Metropolitano,SC
4213203,Vale do Itajaí,RM,Núcleo Metropolitano,SC
4213302,Lages,RM,Área de Expansão Metropolitana,SC
4213351,Lages,RM,Área de Expansão Metropolitana,SC
4213401,Chapecó,RM,Área de Expansão Metropolitana,SC
4213500,Foz do Rio Itajaí,RM,Área de Expansão Metropolitana,SC
4213609,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4213708,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4213807,Carbonífera,RM,Área de Expansão Metropolitana,SC
4213906,Contestado,RM,Núcleo Metropolitano,SC
4214003,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4214102,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4214151,Extremo Oeste,RM,Núcleo Metropolitano,SC
4214201,Chapecó,RM,Área de Expansão Metropolitana,SC
4214300,Florianópolis,RM,Área de Expansão Metropolitana,SC
4214409,Contestado,RM,Núcleo Metropolitano,SC
4214508,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4214607,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4214706,Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4214805,Alto Vale do Itajaí,RM,Núcleo Metropolitano,SC
4214904,Tubarão,RM,Área de Expansão Metropolitana,SC
4215000,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4215059,Lages,RM,Área de Expansão Metropolitana,SC
4215075,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4215109,Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4215208,Extremo Oeste,RM,Núcleo Metropolitano,SC
4215307,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4215356,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4215406,Contestado,RM,Núcleo Metropolitano,SC
4215455,Tubarão,RM,Área de Expansão Metropolitana,SC
4215505,Lages,RM,Área de Expansão Metropolitana,SC
4215554,Extremo Oeste,RM,Núcleo Metropolitano,SC
4215604,Tubarão,RM,Área de Expansão Metropolitana,SC
4215653,Carbonífera,RM,Área de Expansão Metropolitana,SC
4215679,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4215687,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4215695,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4215703,Florianópolis,RM,Núcleo Metropolitano,SC
4215752,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4215802,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4215901,Florianópolis,RM,Área de Expansão Metropolitana,SC
4216008,Chapecó,RM,Núcleo Metropolitano,SC
4216057,Lages,RM,Área de Expansão Metropolitana,SC
4216107,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4216206,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4216255,Extremo Oeste,RM,Núcleo Metropolitano,SC
4216305,Florianópolis,RM,Área de Expansão Metropolitana,SC
4216354,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4216404,Carbonífera,RM,Área de Expansão Metropolitana,SC
4216503,Lages,RM,Área de Expansão Metropolitana,SC
4216602,Florianópolis,RM,Núcleo Metropolitano,SC
4216701,Extremo Oeste,RM,Núcleo Metropolitano,SC
4216800,Lages,RM,Área de Expansão Metropolitana,SC
4216909,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4217006,Tubarão,RM,Área de Expansão Metropolitana,SC
4217105,Tubarão,RM,Área de Expansão Metropolitana,SC
4217154,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4217204,Extremo Oeste,RM,Núcleo Metropolitano,SC
4217253,Florianópolis,RM,Núcleo Metropolitano,SC
4217303,Chapecó,RM,Núcleo Metropolitano,SC
4217402,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4217501,Chapecó,RM,Núcleo Metropolitano,SC
4217550,Chapecó,RM,Área de Expansão Metropolitana,SC
4217600,Carbonífera,RM,Núcleo Metropolitano,SC
4217709,Carbonífera,RM,Área de Expansão Metropolitana,SC
4217758,Chapecó,RM,Área de Expansão Metropolitana,SC
4217808,Alto Vale do Itajaí,RM,Núcleo Metropolitano,SC
4217907,Contestado,RM,Núcleo Metropolitano,SC
4217956,Extremo Oeste,RM,Área de Expansão Metropolitana,SC
4218004,Florianópolis,RM,Área de Expansão Metropolitana,SC
4218103,Carbonífera,RM,Área de Expansão Metropolitana,SC
4218202,Vale do Itajaí,RM,Núcleo Metropolitano,SC
4218251,Contestado,RM,Núcleo Metropolitano,SC
4218301,Norte/Nordeste Catarinense,RM,Área de Expansão Metropolitana,SC
4218350,Carbonífera,RM,Área de Expansão Metropolitana,SC
4218400,Tubarão,RM,Área de Expansão Metropolitana,SC
4218509,Contestado,RM,Núcleo Metropolitano,SC
4218608,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4218707,Tubarão,RM,Núcleo Metropolitano,SC
4218756,Extremo Oeste,RM,Núcleo Metropolitano,SC
4218806,Carbonífera,RM,Área de Expansão Metropolitana,SC
4218855,Chapecó,RM,Área de Expansão Metropolitana,SC
4218905,Lages,RM,Área de Expansão Metropolitana,SC
4218954,Lages,RM,Área de Expansão Metropolitana,SC
4219002,Carbonífera,RM,Área de Expansão Metropolitana,SC
4219101,Chapecó,RM,Área de Expansão Metropolitana,SC
4219150,Contestado,RM,Núcleo Metropolitano,SC
4219176,Contestado,RM,Núcleo Metropolitano,SC
4219200,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4219309,Contestado,RM,Núcleo Metropolitano,SC
4219358,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4219408,Alto Vale do Itajaí,RM,Área de Expansão Metropolitana,SC
4219507,Chapecó,RM,Núcleo Metropolitano,SC
4219606,Chapecó,RM,Área de Expansão Metropolitana,SC
4219705,Chapecó,RM,Núcleo Metropolitano,SC
4219853,Contestado,RM,Núcleo Metropolitano,SC
4220000,Carbonífera,RM,Área de Expansão Metropolitana,SC
4300604,Porto Alegre,RM,NÃO TEM,RS
4300802,Serra Gaúcha,RM,NÃO TEM,RS
4300877,Porto Alegre,RM,NÃO TEM,RS
4301057,AU do Litoral Norte,AGLO,NÃO TEM,RS
4301073,AU do Sul,AGLO,NÃO TEM,RS
4301107,Porto Alegre,RM,NÃO TEM,RS
4301636,AU do Litoral Norte,AGLO,NÃO TEM,RS
4302105,Serra Gaúcha,RM,NÃO TEM,RS
4303103,Porto Alegre,RM,NÃO TEM,RS
4303905,Porto Alegre,RM,NÃO TEM,RS
4304606,Porto Alegre,RM,NÃO TEM,RS
4304630,AU do Litoral Norte,AGLO,NÃO TEM,RS
4304663,AU do Sul,AGLO,NÃO TEM,RS
4304671,AU do Litoral Norte,AGLO,NÃO TEM,RS
4304689,Porto Alegre,RM,NÃO TEM,RS
4304713,AU do Litoral Norte,AGLO,NÃO TEM,RS
4304804,Serra Gaúcha,RM,NÃO TEM,RS
4305108,Serra Gaúcha,RM,NÃO TEM,RS
4305355,Porto Alegre,RM,NÃO TEM,RS
4305454,AU do Litoral Norte,AGLO,NÃO TEM,RS
4306403,Porto Alegre,RM,NÃO TEM,RS
4306551,AU do Litoral Norte,AGLO,NÃO TEM,RS
4306767,Porto Alegre,RM,NÃO TEM,RS
4307609,Porto Alegre,RM,NÃO TEM,RS
4307708,Porto Alegre,RM,NÃO TEM,RS
4307906,Serra Gaúcha,RM,NÃO TEM,RS
4308201,Serra Gaúcha,RM,NÃO TEM,RS
4308607,Serra Gaúcha,RM,NÃO TEM,RS
4309050,Porto Alegre,RM,NÃO TEM,RS
4309209,Porto Alegre,RM,NÃO TEM,RS
4309308,Porto Alegre,RM,NÃO TEM,RS
4310108,Porto Alegre,RM,NÃO TEM,RS
4310330,AU do Litoral Norte,AGLO,NÃO TEM,RS
4310439,Serra Gaúcha,RM,NÃO TEM,RS
4310652,AU do Litoral Norte,AGLO,NÃO TEM,RS
4310801,Porto Alegre,RM,NÃO TEM,RS
4311734,AU do Litoral Norte,AGLO,NÃO TEM,RS
4311775,AU do Litoral Norte,AGLO,NÃO TEM,RS
4312385,Serra Gaúcha,RM,NÃO TEM,RS
4312401,Porto Alegre,RM,NÃO TEM,RS
4312443,AU do Litoral Norte,AGLO,NÃO TEM,RS
4313060,Porto Alegre,RM,NÃO TEM,RS
4313086,Serra Gaúcha,RM,NÃO TEM,RS
4313375,Porto Alegre,RM,NÃO TEM,RS
4313409,Porto Alegre,RM,NÃO TEM,RS
4313508,AU do Litoral Norte,AGLO,NÃO TEM,RS
4313656,AU do Litoral Norte,AGLO,NÃO TEM,RS
4314050,Porto Alegre,RM,NÃO TEM,RS
4314407,AU do Sul,AGLO,NÃO TEM,RS
4314548,Serra Gaúcha,RM,NÃO TEM,RS
4314803,Porto Alegre,RM,NÃO TEM,RS
4314902,Porto Alegre,RM,NÃO TEM,RS
4315602,AU do Sul,AGLO,NÃO TEM,RS
4316006,Porto Alegre,RM,NÃO TEM,RS
4317251,Serra Gaúcha,RM,NÃO TEM,RS
4317608,Porto Alegre,RM,NÃO TEM,RS
4318408,Porto Alegre,RM,NÃO TEM,RS
4318507,AU do Sul,AGLO,NÃO TEM,RS
4318705,Porto Alegre,RM,NÃO TEM,RS
4319000,Serra Gaúcha,RM,NÃO TEM,RS
4319505,Porto Alegre,RM,NÃO TEM,RS
4319901,Porto Alegre,RM,NÃO TEM,RS
4320008,Porto Alegre,RM,NÃO TEM,RS
4321204,Porto Alegre,RM,NÃO TEM,RS
4321436,AU do Litoral Norte,AGLO,NÃO TEM,RS
4321501,AU do Litoral Norte,AGLO,NÃO TEM,RS
4321600,AU do Litoral Norte,AGLO,NÃO TEM,RS
4321667,AU do Litoral Norte,AGLO,NÃO TEM,RS
4321832,AU do Litoral Norte,AGLO,NÃO TEM,RS
4322004,Porto Alegre,RM,NÃO TEM,RS
4323002,Porto Alegre,RM,NÃO TEM,RS
4323804,AU do Litoral Norte,AGLO,NÃO TEM,RS
5100102,Vale do Rio Cuiabá,RM,RM  Vale do Rio Cuiabá,MT
5101605,Vale do Rio Cuiabá,RM,Entorno Metropolitano da RM Vale do Rio Cuiabá,MT
5103007,Vale do Rio Cuiabá,RM,RM  Vale do Rio Cuiabá,MT
5103403,Vale do Rio Cuiabá,RM,RM  Vale do Rio Cuiabá,MT
5104906,Vale do Rio Cuiabá,RM,Entorno Metropolitano da RM Vale do Rio Cuiabá,MT
5105903,Vale do Rio Cuiabá,RM,Entorno Metropolitano da RM Vale do Rio Cuiabá,MT
5106109,Vale do Rio Cuiabá,RM,RM  Vale do Rio Cuiabá,MT
5106208,Vale do Rio Cuiabá,RM,Entorno Metropolitano da RM Vale do Rio Cuiabá,MT
5106455,Vale do Rio Cuiabá,RM,Entorno Metropolitano da RM Vale do Rio Cuiabá,MT
5106505,Vale do Rio Cuiabá,RM,Entorno Metropolitano da RM Vale do Rio Cuiabá,MT
5107701,Vale do Rio Cuiabá,RM,Entorno Metropolitano da RM Vale do Rio Cuiabá,MT
5107800,Vale do Rio Cuiabá,RM,RM  Vale do Rio Cuiabá,MT
5108402,Vale do Rio Cuiabá,RM,RM  Vale do Rio Cuiabá,MT
5200050,Goiânia,RM,NÃO TEM,GO
5200100,RIDE DF,RIDE,NÃO TEM,GO
5200175,RIDE DF,RIDE,NÃO TEM,GO
5200258,RIDE DF,RIDE,NÃO TEM,GO
5200308,RIDE DF,RIDE,NÃO TEM,GO
5200605,RIDE DF,RIDE,NÃO TEM,GO
5200803,RIDE DF,RIDE,NÃO TEM,GO
5201405,Goiânia,RM,NÃO TEM,GO
5201801,Goiânia,RM,NÃO TEM,GO
5203203,RIDE DF,RIDE,NÃO TEM,GO
5203302,Goiânia,RM,NÃO TEM,GO
5203559,Goiânia,RM,NÃO TEM,GO
5203609,Goiânia,RM,NÃO TEM,GO
5204003,RIDE DF,RIDE,NÃO TEM,GO
5204557,Goiânia,RM,NÃO TEM,GO
5205208,Goiânia,RM,NÃO TEM,GO
5205307,RIDE DF,RIDE,NÃO TEM,GO
5205497,RIDE DF,RIDE,NÃO TEM,GO
5205513,RIDE DF,RIDE,NÃO TEM,GO
5205802,RIDE DF,RIDE,NÃO TEM,GO
5206206,RIDE DF,RIDE,NÃO TEM,GO
5207907,RIDE DF,RIDE,NÃO TEM,GO
5208004,RIDE DF,RIDE,NÃO TEM,GO
5208400,Goiânia,RM,NÃO TEM,GO
5208608,RIDE DF,RIDE,NÃO TEM,GO
5208707,Goiânia,RM,NÃO TEM,GO
5208806,Goiânia,RM,NÃO TEM,GO
5209200,Goiânia,RM,NÃO TEM,GO
5209705,Goiânia,RM,NÃO TEM,GO
5212501,RIDE DF,RIDE,NÃO TEM,GO
5213053,RIDE DF,RIDE,NÃO TEM,GO
5214507,Goiânia,RM,NÃO TEM,GO
5214606,RIDE DF,RIDE,NÃO TEM,GO
5215009,Goiânia,RM,NÃO TEM,GO
5215231,RIDE DF,RIDE,NÃO TEM,GO
5215603,RIDE DF,RIDE,NÃO TEM,GO
5217302,RIDE DF,RIDE,NÃO TEM,GO
5217609,RIDE DF,RIDE,NÃO TEM,GO
5219100,Goiânia,RM,NÃO TEM,GO
5219738,Goiânia,RM,NÃO TEM,GO
5219753,RIDE DF,RIDE,NÃO TEM,GO
5220009,RIDE DF,RIDE,NÃO TEM,GO
5220454,Goiânia,RM,NÃO TEM,GO
5220686,RIDE DF,RIDE,NÃO TEM,GO
5221197,Goiânia,RM,NÃO TEM,GO
5221403,Goiânia,RM,NÃO TEM,GO
5221858,RIDE DF,RIDE,NÃO TEM,GO
5222203,RIDE DF,RIDE,NÃO TEM,GO
5222302,RIDE DF,RIDE,NÃO TEM,GO
5300108,RIDE DF,RIDE,NÃO TEM,DF
